93,0.5406,b'2016-09-02'
94,0.3164,b'2016-05-07'
95,0.8388,b'2016-06-15'
96,0.6846,b'2016-11-06'
97,0.9256,b'2016-03-13'
98,0.6439,b'2016-03-02'
99,0.6796,b'2016-05-06'
100,0.2924,b'2016-11-28'
101,0.5329,b'2016-09-03'
102,0.5319,b'2016-06-11'
103,0.4582,b'2016-04-19'
104,0.8045,b'2016-09-21'
105,0.9441,b'2016-01-24'
106,0.4072,b'2016-08-26'
107,0.0324,b'2016-12-09'
108,0.7073,b'2016-01-04'
109,0.7214,b'2016-04-12'
110,0.5641,b'2016-11-22'
111,0.7683,b'2016-06-26'
112,0.5802,b'2016-12-13'
113,0.2990,b'2016-09-08'
114,0.5211,b'2016-04-10'
115,0.8501,b'2016-11-25'
116,0.2279,b'2016-03-04'
117,0.6483,b'2016-06-03'
118,0.7903,b'2016-02-21'
119,0.8493,b'2016-10-13'
120,0.0359,b'2016-02-21'
121,0.6331,b'2016-08-24'
122,0.0133,b'2016-12-04'
123,0.0615,b'2016-04-23'
124,0.5708,b'2016-03-27'
125,0.1630,b'2016-08-20'
126,0.6834,b'2016-05-03'
127,0.8662,b'2016-09-19'
128,0.2214,b'2016-11-05'
129,0.1793,b'2016-12-12'
130,0.0822,b'2016-06-04'
131,0.1845,b'2016-08-10'
132,0.8602,b'2016-12-18'
133,0.7509,b'2016-01-01'
134,0.9796,b'2016-12-07'
135,0.3984,b'2016-09-10'
136,0.4038,b'2016-01-15'
137,0.6044,b'2016-04-20'
138,0.0176,b'2016-03-02'
139,0.2009,b'2016-09-24'
140,0.0845,b'2016-05-07'
141,0.3946,b'2016-07-30'
142,0.4250,b'2016-01-27'
143,0.4313,b'2016-03-21'
144,0.0115,b'2016-03-03'
145,0.4048,b'2016-07-18'
146,0.1322,b'2016-05-16'
147,0.7253,b'2016-02-19'
148,0.3719,b'2016-03-21'
149,0.2501,b'2016-08-15'
150,0.8386,b'2016-10-17'
151,0.7860,b'2016-08-16'
152,0.4781,b'2016-05-06'
153,0.5422,b'2016-08-10'
154,0.3203,b'2016-04-19'
155,0.6944,b'2016-12-02'
156,0.2130,b'2016-08-21'
157,0.4867,b'2016-06-16'
158,0.9587,b'2016-07-14'
159,0.2162,b'2016-02-02'
160,0.7378,b'2016-07-06'
161,0.9151,b'2016-03-22'
162,0.5301,b'2016-07-22'
163,0.4670,b'2016-01-04'
164,0.4849,b'2016-02-28'
165,0.8018,b'2016-12-31'
166,0.2026,b'2016-03-05'
167,0.0413,b'2016-02-26'
168,0.6972,b'2016-04-13'
169,0.6733,b'2016-06-10'
170,0.1136,b'2016-10-06'
171,0.5267,b'2016-12-04'
172,0.7322,b'2016-06-14'
173,0.3890,b'2016-06-21'
174,0.1690,b'2016-07-22'
175,0.0657,b'2016-09-14'
176,0.3007,b'2016-10-22'
177,0.4386,b'2016-12-22'
178,0.3069,b'2016-04-29'
179,0.0164,b'2016-07-22'
180,0.0822,b'2016-08-27'
181,0.0959,b'2016-11-28'
182,0.6832,b'2016-06-05'
183,0.6134,b'2016-03-09'
184,0.1381,b'2016-11-11'
185,0.3844,b'2016-07-16'
186,0.1844,b'2016-08-31'
187,0.7212,b'2016-02-29'
188,0.7695,b'2016-02-05'
189,0.6209,b'2016-11-15'
190,0.6773,b'2016-08-14'
191,0.9698,b'2016-08-30'
192,0.4279,b'2016-06-02'
193,0.8360,b'2016-06-12'
194,0.5847,b'2016-10-09'
195,0.1019,b'2016-11-11'
196,0.1495,b'2016-11-10'
197,0.0412,b'2016-04-22'
198,0.6833,b'2016-08-21'
199,0.2972,b'2016-09-13'
200,0.9781,b'2016-10-03'
201,0.5311,b'2016-02-18'
202,0.4039,b'2016-03-03'
203,0.6711,b'2016-08-03'
204,0.1953,b'2016-09-21'
205,0.5568,b'2016-04-08'
206,0.8405,b'2016-07-06'
207,0.6992,b'2016-05-29'
208,0.9396,b'2016-10-01'
209,0.5925,b'2016-09-24'
210,0.3214,b'2016-04-27'
211,0.4026,b'2016-11-23'
212,0.6333,b'2016-02-27'
213,0.8655,b'2016-11-11'
214,0.3356,b'2016-04-14'
215,0.0796,b'2016-03-25'
216,0.0069,b'2016-02-17'
217,0.4673,b'2016-04-22'
218,0.7770,b'2016-11-21'
219,0.7220,b'2016-05-22'
220,0.6278,b'2016-12-19'
221,0.8548,b'2016-07-29'
222,0.3270,b'2016-08-01'
223,0.8061,b'2016-11-15'
224,0.3991,b'2016-10-20'
225,0.1265,b'2016-07-21'
226,0.9770,b'2016-12-29'
227,0.1401,b'2016-12-19'
228,0.1273,b'2016-06-26'
229,0.4762,b'2016-06-16'
230,0.8810,b'2016-08-18'
231,0.9237,b'2016-12-19'
232,0.8474,b'2016-08-17'
233,0.3045,b'2016-10-11'
234,0.8825,b'2016-06-13'
235,0.6231,b'2016-04-29'
236,0.2429,b'2016-01-09'
237,0.5272,b'2016-06-05'
238,0.6522,b'2016-09-23'
239,0.9994,b'2016-03-21'
240,0.3288,b'2016-09-06'
241,0.5274,b'2016-10-02'
242,0.8616,b'2016-03-04'
243,0.1307,b'2016-05-18'
244,0.1709,b'2016-04-25'
245,0.6494,b'2016-12-24'
246,0.5848,b'2016-11-02'
247,0.3252,b'2016-03-02'
248,0.1445,b'2016-12-13'
249,0.2232,b'2016-04-26'
250,0.4609,b'2016-06-27'
251,0.8723,b'2016-11-21'
252,0.6533,b'2016-01-03'
253,0.2075,b'2016-09-18'
254,0.5714,b'2016-01-11'
255,0.9178,b'2016-06-26'
256,0.5717,b'2016-09-24'
257,0.7293,b'2016-09-16'
258,0.4985,b'2016-08-05'
259,0.2838,b'2016-05-17'
260,0.3643,b'2016-02-29'
261,0.4455,b'2016-06-14'
262,0.6271,b'2016-05-24'
263,0.6635,b'2016-04-23'
264,0.9295,b'2016-02-04'
265,0.8860,b'2016-09-12'
266,0.3079,b'2016-10-27'
267,0.0091,b'2016-09-07'
268,0.9957,b'2016-09-25'
269,0.8072,b'2016-02-25'
270,0.8847,b'2016-11-08'
271,0.3730,b'2016-08-30'
272,0.5249,b'2016-11-10'
273,0.4327,b'2016-01-31'
274,0.8666,b'2016-12-03'
275,0.9099,b'2016-03-25'
276,0.6724,b'2016-02-14'
277,0.5967,b'2016-09-27'
278,0.7001,b'2016-05-22'
279,0.7287,b'2016-10-17'
280,0.3528,b'2016-08-20'
281,0.8034,b'2016-01-22'
282,0.3001,b'2016-09-23'
283,0.9466,b'2016-07-24'
284,0.2277,b'2016-09-27'
285,0.2738,b'2016-12-07'
286,0.3744,b'2016-02-20'
287,0.7153,b'2016-03-20'
288,0.7897,b'2016-05-29'
289,0.8960,b'2016-06-13'
290,0.9483,b'2016-06-30'
291,0.9744,b'2016-09-28'
292,0.8043,b'2016-03-25'
293,0.6427,b'2016-02-26'
294,0.1540,b'2016-11-17'
295,0.9856,b'2016-02-29'
296,0.4798,b'2016-07-08'
297,0.9317,b'2016-05-07'
298,0.6490,b'2016-03-30'
299,0.7313,b'2016-11-01'
300,0.7793,b'2016-11-26'
301,0.3013,b'2016-08-18'
302,0.3927,b'2016-02-05'
303,0.1479,b'2016-09-20'
304,0.8650,b'2016-11-07'
305,0.1102,b'2016-07-01'
306,0.1833,b'2016-04-17'
307,0.8005,b'2016-12-17'
308,0.6094,b'2016-02-19'
309,0.3002,b'2016-01-22'
310,0.0611,b'2016-04-28'
311,0.3839,b'2016-06-01'
312,0.6586,b'2016-01-03'
313,0.8026,b'2016-06-04'
314,0.7164,b'2016-06-04'
315,0.0184,b'2016-01-27'
316,0.2191,b'2016-12-02'
317,0.1136,b'2016-06-11'
318,0.7593,b'2016-12-29'
319,0.0369,b'2016-01-01'
320,0.7544,b'2016-11-05'
321,0.6060,b'2016-09-30'
322,0.7212,b'2016-03-02'
323,0.6353,b'2016-10-06'
324,0.8201,b'2016-11-13'
325,0.1345,b'2016-02-06'
326,0.2451,b'2016-01-24'
327,0.4628,b'2016-03-17'
328,0.0653,b'2016-01-10'
329,0.4905,b'2016-01-03'
330,0.3192,b'2016-07-12'
331,0.4278,b'2016-10-18'
332,0.2381,b'2016-04-03'
333,0.6153,b'2016-10-02'
334,0.4515,b'2016-12-25'
335,0.5052,b'2016-03-15'
336,0.3537,b'2016-11-17'
337,0.6385,b'2016-11-25'
338,0.4864,b'2016-02-19'
339,0.2332,b'2016-05-17'
340,0.4459,b'2016-12-21'
341,0.7117,b'2016-03-14'
342,0.4658,b'2016-04-29'
343,0.7937,b'2016-01-02'
344,0.4447,b'2016-03-12'
345,0.8819,b'2016-06-28'
346,0.1912,b'2016-08-05'
347,0.9382,b'2016-12-15'
348,0.8031,b'2016-06-12'
349,0.0798,b'2016-02-01'
350,0.6108,b'2016-10-07'
351,0.1620,b'2016-03-16'
352,0.3935,b'2016-04-13'
353,0.9194,b'2016-02-14'
354,0.2509,b'2016-06-16'
355,0.7102,b'2016-06-23'
356,0.4244,b'2016-09-18'
357,0.0119,b'2016-05-30'
358,0.8990,b'2016-06-11'
359,0.7494,b'2016-05-15'
360,0.2623,b'2016-09-14'
361,0.6102,b'2016-06-10'
362,0.2216,b'2016-05-30'
363,0.6614,b'2016-11-15'
364,0.9494,b'2016-08-13'
365,0.0591,b'2016-04-07'
366,0.8730,b'2016-04-29'
367,0.7556,b'2016-01-09'
368,0.7669,b'2016-09-09'
369,0.1447,b'2016-06-28'
370,0.8717,b'2016-12-04'
371,0.0347,b'2016-03-01'
372,0.2871,b'2016-09-19'
373,0.9711,b'2016-12-05'
374,0.2708,b'2016-07-19'
375,0.8229,b'2016-02-24'
376,0.7251,b'2016-03-29'
377,0.2316,b'2016-03-20'
378,0.4900,b'2016-07-29'
379,0.3386,b'2016-12-30'
380,0.7085,b'2016-09-25'
381,0.4962,b'2016-06-24'
382,0.2450,b'2016-11-29'
383,0.9205,b'2016-06-25'
384,0.0707,b'2016-05-20'
385,0.7302,b'2016-05-04'
386,0.6627,b'2016-03-27'
387,0.4894,b'2016-04-16'
388,0.4927,b'2016-09-26'
389,0.7781,b'2016-02-25'
390,0.8857,b'2016-09-18'
391,0.2198,b'2016-05-04'
392,0.4673,b'2016-12-04'
393,0.1622,b'2016-02-16'
394,0.6637,b'2016-08-21'
395,0.4799,b'2016-07-27'
396,0.4565,b'2016-09-01'
397,0.0011,b'2016-05-15'
398,0.8266,b'2016-12-28'
399,0.1587,b'2016-11-14'
400,0.8473,b'2016-09-30'
401,0.0468,b'2016-03-01'
402,0.5376,b'2016-06-30'
403,0.2014,b'2016-07-20'
404,0.5929,b'2016-04-18'
405,0.6148,b'2016-09-28'
406,0.6072,b'2016-03-08'
407,0.3666,b'2016-03-04'
408,0.6048,b'2016-09-22'
409,0.7824,b'2016-09-30'
410,0.2816,b'2016-02-22'
411,0.4895,b'2016-05-23'
412,0.4551,b'2016-03-17'
413,0.8530,b'2016-09-10'
414,0.6040,b'2016-04-11'
415,0.5552,b'2016-07-02'
416,0.4609,b'2016-11-14'
417,0.9948,b'2016-03-25'
418,0.0231,b'2016-05-05'
419,0.0818,b'2016-02-16'
420,0.3582,b'2016-12-25'
421,0.6404,b'2016-05-20'
422,0.1173,b'2016-07-17'
423,0.7187,b'2016-03-12'
424,0.5077,b'2016-12-03'
425,0.4666,b'2016-08-30'
426,0.9069,b'2016-07-29'
427,0.0938,b'2016-03-31'
428,0.6463,b'2016-06-01'
429,0.2662,b'2016-09-01'
430,0.7080,b'2016-10-30'
431,0.4101,b'2016-02-16'
432,0.9467,b'2016-08-14'
433,0.3064,b'2016-02-14'
434,0.6187,b'2016-09-09'
435,0.9669,b'2016-05-02'
436,0.8670,b'2016-03-18'
437,0.1127,b'2016-03-25'
438,0.1845,b'2016-08-15'
439,0.1901,b'2016-03-14'
440,0.2528,b'2016-01-19'
441,0.2126,b'2016-01-27'
442,0.6983,b'2016-03-10'
443,0.7125,b'2016-03-04'
444,0.6720,b'2016-07-08'
445,0.3602,b'2016-10-30'
446,0.6205,b'2016-02-13'
447,0.7219,b'2016-11-22'
448,0.7147,b'2016-05-30'
449,0.7685,b'2016-01-07'
450,0.8155,b'2016-06-30'
451,0.6570,b'2016-09-01'
452,0.8412,b'2016-06-16'
453,0.1151,b'2016-10-07'
454,0.7697,b'2016-10-10'
455,0.4422,b'2016-09-23'
456,0.7976,b'2016-09-19'
457,0.1240,b'2016-02-21'
458,0.0276,b'2016-05-21'
459,0.8704,b'2016-08-04'
460,0.3793,b'2016-12-03'
461,0.4200,b'2016-02-27'
462,0.1737,b'2016-06-24'
463,0.6698,b'2016-03-22'
464,0.8212,b'2016-05-03'
465,0.9717,b'2016-11-28'
466,0.1712,b'2016-04-26'
467,0.6138,b'2016-06-19'
468,0.0172,b'2016-05-25'
469,0.1030,b'2016-09-18'
470,0.3709,b'2016-02-13'
471,0.1363,b'2016-11-30'
472,0.6673,b'2016-12-04'
473,0.6168,b'2016-02-16'
474,0.3556,b'2016-09-12'
475,0.1313,b'2016-01-14'
476,0.9852,b'2016-05-15'
477,0.1489,b'2016-08-28'
478,0.0287,b'2016-11-23'
479,0.1382,b'2016-11-05'
480,0.3611,b'2016-06-07'
481,0.5364,b'2016-12-17'
482,0.0025,b'2016-04-08'
483,0.9601,b'2016-10-18'
484,0.3058,b'2016-08-08'
485,0.7090,b'2016-01-04'
486,0.7262,b'2016-04-22'
487,0.8183,b'2016-06-24'
488,0.8115,b'2016-07-05'
489,0.7190,b'2016-05-14'
490,0.7930,b'2016-08-09'
491,0.2939,b'2016-07-15'
492,0.7253,b'2016-12-12'
493,0.2773,b'2016-11-06'
494,0.1686,b'2016-11-15'
495,0.9435,b'2016-08-07'
496,0.5131,b'2016-06-27'
497,0.1374,b'2016-03-09'
498,0.6221,b'2016-04-23'
499,0.4053,b'2016-02-25'
500,0.7605,b'2016-08-22'
501,0.9264,b'2016-06-13'
502,0.2439,b'2016-12-14'
503,0.0526,b'2016-03-03'
504,0.5065,b'2016-03-29'
505,0.9928,b'2016-05-28'
506,0.3704,b'2016-10-06'
507,0.5640,b'2016-01-18'
508,0.9179,b'2016-08-16'
509,0.4198,b'2016-06-18'
510,0.5012,b'2016-09-21'
511,0.7027,b'2016-11-24'
512,0.1623,b'2016-02-17'
513,0.6875,b'2016-07-02'
514,0.5114,b'2016-02-07'
515,0.8379,b'2016-08-27'
516,0.2382,b'2016-08-19'
517,0.4434,b'2016-11-05'
518,0.1486,b'2016-03-30'
519,0.1825,b'2016-09-03'
520,0.4442,b'2016-03-20'
521,0.2065,b'2016-03-09'
522,0.2078,b'2016-03-28'
523,0.9191,b'2016-02-04'
524,0.4475,b'2016-01-08'
525,0.9446,b'2016-10-06'
526,0.1725,b'2016-01-19'
527,0.6574,b'2016-10-13'
528,0.6497,b'2016-12-08'
529,0.8876,b'2016-06-06'
530,0.8973,b'2016-04-06'
531,0.9230,b'2016-05-29'
532,0.9984,b'2016-09-27'
533,0.5452,b'2016-12-02'
534,0.6808,b'2016-09-30'
535,0.9048,b'2016-10-22'
536,0.8992,b'2016-12-22'
537,0.0690,b'2016-11-01'
538,0.4117,b'2016-09-13'
539,0.6203,b'2016-02-15'
540,0.4999,b'2016-01-29'
541,0.3107,b'2016-07-24'
542,0.1597,b'2016-08-24'
543,0.5891,b'2016-07-06'
544,0.1907,b'2016-01-22'
545,0.5953,b'2016-11-24'
546,0.6003,b'2016-12-28'
547,0.1975,b'2016-09-10'
548,0.5821,b'2016-02-28'
549,0.1335,b'2016-06-27'
550,0.9349,b'2016-08-19'
551,0.8780,b'2016-01-05'
552,0.1440,b'2016-05-11'
553,0.1967,b'2016-04-17'
554,0.0246,b'2016-06-11'
555,0.4781,b'2016-05-21'
556,0.1146,b'2016-01-30'
557,0.6032,b'2016-10-14'
558,0.5880,b'2016-07-17'
559,0.2371,b'2016-12-11'
560,0.8381,b'2016-11-20'
561,0.2141,b'2016-10-13'
562,0.1435,b'2016-06-03'
563,0.6851,b'2016-03-02'
564,0.7678,b'2016-07-02'
565,0.5977,b'2016-07-16'
566,0.3065,b'2016-05-29'
567,0.0132,b'2016-08-02'
568,0.6809,b'2016-08-08'
569,0.1684,b'2016-02-03'
570,0.3735,b'2016-11-03'
571,0.1562,b'2016-03-12'
572,0.2881,b'2016-07-26'
573,0.1000,b'2016-01-25'
574,0.7240,b'2016-07-09'
575,0.4282,b'2016-05-23'
576,0.3797,b'2016-07-24'
577,0.8901,b'2016-02-09'
578,0.5872,b'2016-04-19'
579,0.6897,b'2016-04-06'
580,0.6907,b'2016-07-13'
581,0.6837,b'2016-03-07'
582,0.0001,b'2016-10-27'
583,0.1136,b'2016-12-06'
584,0.0793,b'2016-12-14'
585,0.8478,b'2016-05-08'
586,0.9674,b'2016-02-17'
587,0.6844,b'2016-11-23'
588,0.8012,b'2016-07-30'
589,0.9280,b'2016-11-23'
590,0.0353,b'2016-01-08'
591,0.4785,b'2016-06-19'
592,0.1807,b'2016-08-29'
593,0.0434,b'2016-06-15'
594,0.4085,b'2016-01-24'
595,0.3430,b'2016-04-21'
596,0.0190,b'2016-02-22'
597,0.6916,b'2016-11-14'
598,0.7709,b'2016-07-07'
599,0.1507,b'2016-06-01'
600,0.8305,b'2016-07-08'
601,0.3829,b'2016-12-29'
602,0.3329,b'2016-04-15'
603,0.9609,b'2016-07-15'
604,0.2412,b'2016-04-28'
605,0.7169,b'2016-05-22'
606,0.5578,b'2016-07-21'
607,0.1092,b'2016-05-27'
608,0.5159,b'2016-06-23'
609,0.6269,b'2016-05-23'
610,0.8597,b'2016-11-17'
611,0.2268,b'2016-01-18'
612,0.0286,b'2016-12-27'
613,0.9873,b'2016-03-14'
614,0.2850,b'2016-05-19'
615,0.0918,b'2016-10-02'
616,0.1393,b'2016-03-12'
617,0.6252,b'2016-07-25'
618,0.3259,b'2016-01-24'
619,0.4431,b'2016-03-16'
620,0.6101,b'2016-05-04'
621,0.6720,b'2016-01-22'
622,0.9194,b'2016-10-15'
623,0.9113,b'2016-02-15'
624,0.1747,b'2016-01-01'
625,0.6093,b'2016-06-12'
626,0.1802,b'2016-09-13'
627,0.3283,b'2016-11-11'
628,0.3044,b'2016-10-07'
629,0.8660,b'2016-08-21'
630,0.6171,b'2016-09-13'
631,0.1736,b'2016-10-24'
632,0.5898,b'2016-12-26'
633,0.8817,b'2016-06-08'
634,0.8340,b'2016-10-07'
635,0.3679,b'2016-03-13'
636,0.9715,b'2016-01-25'
637,0.6401,b'2016-12-15'
638,0.7523,b'2016-01-11'
639,0.1754,b'2016-09-25'
640,0.0498,b'2016-08-31'
641,0.2450,b'2016-01-12'
642,0.9841,b'2016-04-09'
643,0.5630,b'2016-04-09'
644,0.4662,b'2016-11-04'
645,0.2454,b'2016-04-18'
646,0.8221,b'2016-08-09'
647,0.9760,b'2016-06-15'
648,0.6545,b'2016-06-07'
649,0.1868,b'2016-12-23'
650,0.2031,b'2016-11-18'
651,0.8774,b'2016-02-06'
652,0.4523,b'2016-08-18'
653,0.5427,b'2016-05-30'
654,0.3192,b'2016-02-29'
655,0.1088,b'2016-10-02'
656,0.9162,b'2016-05-27'
657,0.2897,b'2016-11-08'
658,0.1175,b'2016-02-06'
659,0.8708,b'2016-11-18'
660,0.0491,b'2016-02-11'
661,0.7422,b'2016-11-24'
662,0.5005,b'2016-02-26'
663,0.8645,b'2016-06-22'
664,0.6838,b'2016-12-13'
665,0.9732,b'2016-08-18'
666,0.6802,b'2016-01-25'
667,0.2372,b'2016-06-26'
668,0.5309,b'2016-12-03'
669,0.1740,b'2016-01-11'
670,0.5181,b'2016-07-26'
671,0.9734,b'2016-09-29'
672,0.1439,b'2016-06-01'
673,0.6232,b'2016-06-21'
674,0.8767,b'2016-05-14'
675,0.2608,b'2016-01-19'
676,0.1488,b'2016-08-24'
677,0.1027,b'2016-08-24'
678,0.0442,b'2016-07-27'
679,0.3763,b'2016-10-14'
680,0.0966,b'2016-01-11'
681,0.3326,b'2016-09-01'
682,0.7310,b'2016-09-13'
683,0.7905,b'2016-05-13'
684,0.6329,b'2016-02-07'
685,0.0512,b'2016-09-13'
686,0.6433,b'2016-05-15'
687,0.8691,b'2016-01-06'
688,0.2521,b'2016-10-02'
689,0.3860,b'2016-09-26'
690,0.2470,b'2016-05-18'
691,0.7170,b'2016-12-07'
692,0.5333,b'2016-10-07'
693,0.6295,b'2016-08-07'
694,0.7212,b'2016-10-20'
695,0.7542,b'2016-01-11'
696,0.1384,b'2016-10-26'
697,0.9650,b'2016-02-25'
698,0.9188,b'2016-02-27'
699,0.5436,b'2016-05-05'
700,0.8062,b'2016-12-31'
701,0.9094,b'2016-12-07'
702,0.8648,b'2016-06-15'
703,0.5457,b'2016-03-06'
704,0.5005,b'2016-05-02'
705,0.9278,b'2016-06-24'
706,0.8407,b'2016-10-25'
707,0.4926,b'2016-12-01'
708,0.0316,b'2016-02-28'
709,0.5851,b'2016-02-04'
710,0.7288,b'2016-10-11'
711,0.9716,b'2016-08-16'
712,0.9030,b'2016-07-17'
713,0.4785,b'2016-03-09'
714,0.5619,b'2016-02-23'
715,0.4262,b'2016-02-23'
716,0.7221,b'2016-01-17'
717,0.2223,b'2016-02-02'
718,0.8352,b'2016-08-15'
719,0.5609,b'2016-03-05'
720,0.0923,b'2016-02-28'
721,0.6147,b'2016-11-09'
722,0.2129,b'2016-12-13'
723,0.3353,b'2016-04-19'
724,0.4275,b'2016-09-18'
725,0.7089,b'2016-09-27'
726,0.9861,b'2016-11-28'
727,0.2311,b'2016-04-05'
728,0.7400,b'2016-03-04'
729,0.2118,b'2016-08-28'
730,0.1432,b'2016-12-09'
731,0.2843,b'2016-04-27'
732,0.0700,b'2016-07-03'
733,0.5875,b'2016-02-27'
734,0.7919,b'2016-09-25'
735,0.7202,b'2016-09-12'
736,0.5627,b'2016-06-07'
737,0.1418,b'2016-09-06'
738,0.5675,b'2016-06-23'
739,0.6751,b'2016-12-18'
740,0.6513,b'2016-02-04'
741,0.2356,b'2016-10-02'
742,0.7046,b'2016-01-03'
743,0.4940,b'2016-05-20'
744,0.5190,b'2016-12-12'
745,0.5905,b'2016-06-21'
746,0.0379,b'2016-04-13'
747,0.1207,b'2016-04-23'
748,0.5631,b'2016-02-09'
749,0.5823,b'2016-01-24'
750,0.2901,b'2016-02-04'
751,0.5475,b'2016-10-04'
752,0.4905,b'2016-03-18'
753,0.3483,b'2016-03-22'
754,0.0283,b'2016-10-16'
755,0.8576,b'2016-02-24'
756,0.7208,b'2016-10-01'
757,0.3884,b'2016-11-05'
758,0.1558,b'2016-03-26'
759,0.1502,b'2016-05-09'
760,0.0408,b'2016-05-01'
761,0.0121,b'2016-03-21'
762,0.9132,b'2016-10-10'
763,0.5616,b'2016-05-16'
764,0.1396,b'2016-03-22'
765,0.6416,b'2016-06-09'
766,0.0767,b'2016-11-18'
767,0.3801,b'2016-06-21'
768,0.9392,b'2016-12-28'
769,0.2362,b'2016-08-15'
770,0.6085,b'2016-08-08'
771,0.0862,b'2016-01-21'
772,0.6503,b'2016-04-20'
773,0.1040,b'2016-07-20'
774,0.1003,b'2016-12-14'
775,0.3532,b'2016-09-21'
776,0.1368,b'2016-03-13'
777,0.6427,b'2016-01-04'
778,0.8576,b'2016-01-16'
779,0.7838,b'2016-02-26'
780,0.2966,b'2016-03-05'
781,0.0454,b'2016-08-07'
782,0.1639,b'2016-11-30'
783,0.2833,b'2016-11-11'
784,0.8017,b'2016-06-21'
785,0.3980,b'2016-10-31'
786,0.0853,b'2016-01-23'
787,0.4244,b'2016-01-17'
788,0.3009,b'2016-06-20'
789,0.9959,b'2016-11-03'
790,0.9574,b'2016-02-02'
791,0.6131,b'2016-03-06'
792,0.0522,b'2016-09-20'
793,0.6860,b'2016-11-07'
794,0.7281,b'2016-04-21'
795,0.4930,b'2016-03-24'
796,0.1662,b'2016-07-16'
797,0.2607,b'2016-07-19'
798,0.5445,b'2016-03-20'
799,0.5761,b'2016-05-12'
800,0.7282,b'2016-12-17'
801,0.3162,b'2016-10-01'
802,0.0730,b'2016-11-22'
803,0.3313,b'2016-09-19'
804,0.4967,b'2016-03-09'
805,0.2037,b'2016-05-24'
806,0.7599,b'2016-01-25'
807,0.2689,b'2016-06-17'
808,0.9739,b'2016-12-07'
809,0.7141,b'2016-06-21'
810,0.0500,b'2016-03-24'
811,0.0433,b'2016-02-03'
812,0.0708,b'2016-08-20'
813,0.9107,b'2016-07-09'
814,0.0922,b'2016-06-27'
815,0.2762,b'2016-12-22'
816,0.8825,b'2016-05-06'
817,0.0499,b'2016-06-30'
818,0.2287,b'2016-04-08'
819,0.3985,b'2016-10-12'
820,0.0675,b'2016-12-29'
821,0.9022,b'2016-12-07'
822,0.2746,b'2016-03-11'
